Time,Ax,Ay,Az,Gx,Gy,Gz
16:11:55:0492,0.16,9.52,3.37,-0.13,-0.06,-0.39
16:11:55:0692,0.16,9.55,3.40,-0.26,-0.24,-0.39
16:11:55:0892,0.16,9.50,3.35,-0.16,-0.22,-0.32
16:11:55:1092,0.16,9.53,3.35,-0.18,-0.18,-0.36
16:11:55:1292,0.19,9.55,3.35,-0.15,-0.25,-0.31
16:11:55:1492,0.16,9.51,3.34,-0.20,-0.14,-0.41
16:11:55:1692,0.17,9.52,3.36,-0.14,-0.08,-0.42
16:11:55:1892,0.15,9.50,3.35,-0.13,-0.08,-0.35
16:11:55:2092,0.16,9.53,3.34,-0.31,-0.11,-0.32
16:11:55:2292,0.17,9.54,3.37,-0.33,-0.20,-0.26
16:11:55:2492,0.16,9.52,3.36,-0.17,-0.06,-0.44
16:11:55:2692,0.17,9.50,3.35,-0.09,-0.12,-0.35
16:11:55:2892,0.17,9.55,3.35,-0.10,-0.16,-0.41
16:11:55:3092,0.14,9.52,3.34,-0.16,-0.19,-0.36
16:11:55:3292,0.17,9.50,3.33,-0.17,-0.16,-0.33
16:11:55:3492,0.16,9.52,3.35,-0.08,-0.02,-0.45
16:11:55:3692,0.15,9.51,3.32,-0.23,-0.16,-0.34
16:11:55:3892,0.17,9.55,3.37,-0.15,-0.19,-0.34
16:11:55:4092,0.19,9.53,3.34,-0.17,-0.03,-0.41
16:11:55:4292,0.18,9.50,3.35,-0.20,-0.07,-0.35
16:11:55:4492,0.17,9.52,3.37,-0.21,-0.12,-0.34
16:11:55:4693,0.17,9.52,3.35,-0.20,-0.08,-0.26
16:11:55:4892,0.16,9.52,3.33,-0.22,-0.04,-0.40
16:11:55:5092,0.15,9.53,3.36,-0.20,-0.19,-0.39
16:11:55:5292,0.16,9.53,3.35,-0.11,-0.10,-0.44
16:11:55:5492,0.16,9.52,3.39,-0.18,-0.12,-0.40
16:11:55:5692,0.16,9.52,3.34,-0.25,-0.18,-0.34
