Time,Ax,Ay,Az,Gx,Gy,Gz
16:44:41:2700,-0.00,-9.66,0.14,-0.27,-0.12,-0.37
16:44:41:2900,-0.00,-9.66,0.16,-0.20,-0.15,-0.42
16:44:41:3100,-0.00,-9.64,0.11,-0.07,-0.12,-0.32
16:44:41:3300,-0.00,-9.66,0.17,-0.19,-0.11,-0.38
16:44:41:3500,-0.02,-9.65,0.17,-0.05,-0.20,-0.38
16:44:41:3700,-0.00,-9.63,0.17,-0.28,-0.05,-0.34
16:44:41:3900,-0.00,-9.66,0.16,-0.25,-0.24,-0.36
16:44:41:4100,-0.02,-9.66,0.17,-0.23,-0.17,-0.29
16:44:41:4300,-0.00,-9.67,0.15,-0.07,-0.12,-0.34
16:44:41:4500,-0.00,-9.66,0.17,-0.05,-0.12,-0.35
16:44:41:4700,-0.00,-9.64,0.13,-0.18,-0.20,-0.32
16:44:41:4900,-0.00,-9.64,0.16,-0.17,-0.15,-0.30
16:44:41:5100,-0.00,-9.63,0.15,-0.18,-0.16,-0.33
16:44:41:5300,-0.01,-9.64,0.16,-0.21,-0.26,-0.33
16:44:41:5500,-0.00,-9.68,0.17,-0.19,-0.12,-0.35
16:44:41:5700,-0.03,-9.66,0.15,-0.21,-0.08,-0.36
16:44:41:5900,-0.00,-9.63,0.19,-0.29,-0.20,-0.32
16:44:41:6101,-0.04,-9.66,0.14,-0.21,-0.12,-0.31
16:44:41:6301,-0.02,-9.66,0.15,-0.20,-0.37,-0.46
16:44:41:6501,-0.00,-9.68,0.15,-0.19,-0.23,-0.45
16:44:41:6701,-0.01,-9.65,0.13,-0.11,-0.06,-0.35
16:44:41:6901,-0.04,-9.63,0.13,-0.14,-0.04,-0.25
16:44:41:7101,-0.03,-9.65,0.16,-0.21,-0.25,-0.35
16:44:41:7301,-0.02,-9.66,0.15,-0.28,-0.29,-0.39
16:44:41:7501,-0.01,-9.66,0.15,-0.19,-0.28,-0.39
16:44:41:7702,-0.02,-9.66,0.15,-0.18,-0.06,-0.32
16:44:41:7901,-0.01,-9.64,0.16,-0.15,-0.20,-0.29
16:44:41:8102,-0.03,-9.65,0.18,-0.15,0.02,-0.39
16:44:41:8301,-0.02,-9.67,0.16,-0.19,-0.31,-0.27
16:44:41:8501,-0.00,-9.63,0.16,-0.14,-0.07,-0.38
16:44:41:8701,-0.02,-9.64,0.15,-0.20,-0.08,-0.32
16:44:41:8901,-0.02,-9.66,0.14,-0.17,-0.01,-0.36
16:44:41:9101,-0.00,-9.65,0.18,-0.20,-0.13,-0.36
16:44:41:9301,-0.02,-9.65,0.16,-0.26,-0.10,-0.33
16:44:41:9501,-0.02,-9.66,0.15,-0.17,-0.09,-0.30
16:44:41:9702,-0.02,-9.65,0.17,-0.20,-0.14,-0.38
16:44:41:9902,-0.01,-9.67,0.12,-0.20,-0.10,-0.38
16:44:42:0102,-0.02,-9.66,0.16,-0.19,-0.11,-0.44
16:44:42:0302,-0.01,-9.66,0.18,-0.22,-0.26,-0.29
16:44:42:0502,-0.03,-9.65,0.18,-0.10,-0.01,-0.31
16:44:42:0702,-0.02,-9.67,0.16,-0.31,-0.23,-0.31
16:44:42:0902,-0.01,-9.65,0.19,-0.12,-0.08,-0.39
16:44:42:1102,-0.01,-9.64,0.14,-0.19,-0.20,-0.40
16:44:42:1302,-0.00,-9.62,0.18,-0.21,-0.10,-0.36
16:44:42:1502,-0.01,-9.67,0.13,-0.12,-0.07,-0.32
16:44:42:1702,-0.03,-9.66,0.19,-0.19,-0.16,-0.42
16:44:42:1902,-0.00,-9.64,0.18,-0.21,-0.32,-0.40
16:44:42:2102,-0.03,-9.64,0.16,-0.20,-0.01,-0.35
16:44:42:2302,-0.01,-9.64,0.15,-0.32,-0.19,-0.34
16:44:42:2502,-0.03,-9.66,0.15,-0.34,-0.09,-0.40
16:44:42:2703,-0.03,-9.67,0.18,-0.11,-0.20,-0.39
16:44:42:2902,-0.02,-9.63,0.14,-0.15,-0.06,-0.42
16:44:42:3102,-0.02,-9.67,0.13,-0.20,-0.02,-0.41
16:44:42:3302,-0.00,-9.65,0.15,-0.21,-0.09,-0.31
16:44:42:3502,-0.02,-9.64,0.14,-0.24,-0.08,-0.35
16:44:42:3702,-0.01,-9.65,0.14,-0.28,-0.14,-0.34
16:44:42:3902,-0.00,-9.66,0.17,-0.24,-0.24,-0.30
16:44:42:4102,-0.00,-9.65,0.19,-0.22,-0.20,-0.35
16:44:42:4302,-0.02,-9.66,0.17,-0.21,-0.08,-0.41
16:44:42:4502,-0.02,-9.67,0.17,-0.22,-0.18,-0.38
16:44:42:4702,-0.00,-9.67,0.17,-0.24,-0.23,-0.36
16:44:42:4902,-0.01,-9.65,0.16,-0.21,-0.16,-0.36
16:44:42:5102,-0.00,-9.66,0.13,-0.08,-0.09,-0.32
16:44:42:5303,-0.02,-9.63,0.15,-0.11,-0.17,-0.39
16:44:42:5502,-0.00,-9.65,0.17,-0.13,-0.11,-0.36
16:44:42:5703,-0.02,-9.64,0.15,-0.19,-0.10,-0.34
16:44:42:5902,-0.00,-9.63,0.17,-0.21,-0.27,-0.29
16:44:42:6102,-0.00,-9.63,0.18,-0.13,-0.12,-0.35
16:44:42:6301,-0.02,-9.67,0.16,-0.13,-0.03,-0.35
