Time,Ax,Ay,Az,Gx,Gy,Gz
17:29:34:0704,1.05,-0.94,-9.35,-0.20,-0.11,-0.32
17:29:34:0905,1.03,-0.93,-9.31,-0.24,-0.21,-0.36
17:29:34:1104,1.06,-0.93,-9.34,-0.20,-0.17,-0.37
17:29:34:1304,1.05,-0.94,-9.32,-0.19,-0.23,-0.28
17:29:34:1504,1.05,-0.94,-9.36,-0.15,0.03,-0.38
17:29:34:1704,1.05,-0.93,-9.35,-0.27,-0.28,-0.32
17:29:34:1905,1.05,-0.94,-9.33,-0.14,0.04,-0.37
17:29:34:2104,1.05,-0.92,-9.42,-0.20,0.00,-0.40
17:29:34:2304,1.08,-0.92,-9.32,-0.25,-0.08,-0.31
17:29:34:2504,1.04,-0.94,-9.33,-0.09,-0.06,-0.37
17:29:34:2704,1.03,-0.95,-9.35,-0.36,-0.32,-0.41
17:29:34:2904,1.03,-0.93,-9.36,-0.15,0.05,-0.41
17:29:34:3105,1.08,-0.97,-9.37,-0.14,0.18,-0.39
17:29:34:3305,1.07,-0.93,-9.41,-0.29,-0.03,-0.35
17:29:34:3505,1.06,-0.96,-9.30,-0.42,-0.33,-0.36
17:29:34:3705,1.00,-0.96,-9.32,-0.39,-0.13,-0.35
17:29:34:3905,1.06,-0.97,-9.38,-0.19,0.15,-0.36
17:29:34:4105,1.07,-0.89,-9.33,-0.33,-0.25,-0.38
17:29:34:4305,1.06,-0.93,-9.40,-0.20,-0.03,-0.41
17:29:34:4505,1.06,-0.91,-9.31,-0.23,-0.11,-0.33
17:29:34:4705,1.04,-0.97,-9.39,-0.22,-0.13,-0.39
17:29:34:4905,1.04,-0.93,-9.31,-0.40,-0.37,-0.42
17:29:34:5105,1.05,-0.97,-9.36,-0.14,-0.11,-0.29
17:29:34:5306,1.06,-0.95,-9.31,-0.25,-0.18,-0.37
17:29:34:5506,1.08,-0.94,-9.35,-0.23,-0.34,-0.31
17:29:34:5706,1.03,-0.95,-9.31,-0.23,-0.20,-0.37
17:29:34:5907,1.06,-0.95,-9.34,-0.17,-0.07,-0.43
17:29:34:6106,1.06,-0.96,-9.38,-0.19,-0.04,-0.39
17:29:34:6306,1.04,-0.93,-9.31,-0.23,-0.19,-0.35
