Time,Ax,Ay,Az,Gx,Gy,Gz
17:27:12:8230,-0.10,-1.00,-9.38,-0.19,-0.02,-0.30
17:27:12:8430,-0.09,-1.01,-9.41,-0.21,-0.06,-0.43
17:27:12:8630,-0.07,-1.00,-9.45,-0.23,0.07,-0.35
17:27:12:8830,-0.10,-1.00,-9.45,-0.12,0.17,-0.41
17:27:12:9030,-0.11,-1.00,-9.46,-0.08,-0.40,-0.35
17:27:12:9230,-0.10,-1.01,-9.49,-0.40,-0.16,-0.36
17:27:12:9430,-0.09,-1.02,-9.41,-0.19,-0.17,-0.41
17:27:12:9630,-0.10,-1.01,-9.44,-0.13,-0.23,-0.32
17:27:12:9830,-0.09,-1.00,-9.47,-0.26,-0.09,-0.33
17:27:13:0030,-0.08,-0.98,-9.38,-0.20,-0.29,-0.35
17:27:13:0230,-0.10,-1.00,-9.41,-0.25,-0.12,-0.38
17:27:13:0430,-0.09,-1.04,-9.51,-0.08,0.00,-0.36
17:27:13:0631,-0.10,-1.00,-9.45,-0.20,-0.16,-0.42
17:27:13:0830,-0.07,-1.01,-9.47,-0.26,0.07,-0.42
17:27:13:1030,-0.09,-1.00,-9.52,-0.10,-0.08,-0.33
17:27:13:1230,-0.10,-1.00,-9.36,-0.16,-0.20,-0.32
17:27:13:1430,-0.08,-1.00,-9.45,-0.21,-0.08,-0.34
17:27:13:1630,-0.10,-1.00,-9.43,-0.18,-0.01,-0.34
17:27:13:1830,-0.07,-1.00,-9.43,-0.13,-0.15,-0.32
17:27:13:2030,-0.10,-0.99,-9.48,-0.23,0.02,-0.28
17:27:13:2230,-0.09,-1.01,-9.50,-0.12,-0.03,-0.43
17:27:13:2430,-0.10,-1.00,-9.45,-0.26,-0.25,-0.37
17:27:13:2630,-0.08,-1.01,-9.48,-0.13,-0.08,-0.39
17:27:13:2830,-0.08,-1.00,-9.46,-0.22,-0.31,-0.31
17:27:13:3030,-0.10,-0.98,-9.47,-0.17,-0.02,-0.35
17:27:13:3231,-0.09,-1.04,-9.49,-0.17,-0.23,-0.33
17:27:13:3430,-0.09,-1.00,-9.40,-0.26,-0.02,-0.38
17:27:13:3630,-0.10,-1.00,-9.41,-0.17,-0.10,-0.37
17:27:13:3830,-0.08,-1.00,-9.46,-0.20,-0.24,-0.38
17:27:13:4030,-0.12,-1.01,-9.50,-0.39,-0.13,-0.34
17:27:13:4230,-0.10,-0.98,-9.44,-0.14,-0.24,-0.39
17:27:13:4430,-0.07,-1.05,-9.50,-0.30,-0.09,-0.31
17:27:13:4630,-0.11,-1.02,-9.39,-0.25,-0.12,-0.33
17:27:13:4830,-0.12,-1.00,-9.39,-0.06,-0.24,-0.34
17:27:13:5030,-0.11,-1.04,-9.49,-0.21,0.18,-0.36
17:27:13:5231,-0.09,-1.04,-9.44,-0.18,-0.16,-0.28
17:27:13:5431,-0.11,-1.00,-9.42,-0.20,0.00,-0.39
17:27:13:5632,-0.02,-1.00,-9.63,-0.22,0.12,-0.25
17:27:13:5832,-0.12,-0.99,-9.60,-0.33,-0.27,-0.39
17:27:13:6031,-0.17,-0.92,-9.11,0.05,-0.79,-0.38
17:27:13:6231,-0.09,-1.03,-9.21,-0.49,0.42,-0.31
17:27:13:6431,-0.00,-1.00,-9.73,-0.24,0.01,-0.39
17:27:13:6632,-0.10,-1.00,-9.48,-0.06,-0.60,-0.40
17:27:13:6832,-0.12,-1.02,-9.52,-0.35,0.41,-0.39
17:27:13:7032,-0.08,-0.98,-9.40,-0.04,-0.47,-0.35
17:27:13:7232,-0.09,-1.02,-9.38,-0.39,0.22,-0.46
17:27:13:7432,-0.11,-0.97,-9.42,0.04,-0.26,-0.42
17:27:13:7632,-0.08,-1.02,-9.40,-0.17,0.05,-0.35
17:27:13:7832,-0.06,-0.98,-9.60,-0.33,0.15,-0.33
17:27:13:8032,-0.11,-1.00,-9.35,0.02,-0.74,-0.36
17:27:13:8232,-0.09,-0.99,-9.51,-0.32,0.32,-0.34
17:27:13:8432,-0.09,-1.00,-9.43,-0.09,-0.10,-0.41
17:27:13:8632,-0.09,-1.00,-9.46,-0.14,-0.19,-0.42
17:27:13:8832,-0.08,-1.01,-9.46,-0.31,-0.17,-0.37
17:27:13:9032,-0.10,-1.03,-9.40,-0.22,-0.22,-0.27
17:27:13:9232,-0.10,-1.00,-9.51,-0.26,0.10,-0.32
17:27:13:9432,-0.12,-1.00,-9.43,-0.17,-0.29,-0.36
17:27:13:9632,-0.10,-1.00,-9.49,-0.21,0.13,-0.37
17:27:13:9832,-0.11,-1.02,-9.47,-0.26,-0.24,-0.36
17:27:14:0032,-0.09,-0.99,-9.44,-0.18,-0.21,-0.32
17:27:14:0232,-0.09,-1.03,-9.47,-0.18,-0.07,-0.33
17:27:14:0432,-0.07,-1.00,-9.45,-0.16,-0.10,-0.40
17:27:14:0633,-0.08,-1.00,-9.44,-0.21,-0.25,-0.37
17:27:14:0832,-0.08,-1.00,-9.48,-0.18,-0.03,-0.40
17:27:14:1032,-0.10,-0.99,-9.53,-0.19,-0.16,-0.35
17:27:14:1232,-0.09,-0.99,-9.44,-0.21,-0.09,-0.45
17:27:14:1432,-0.10,-1.00,-9.46,-0.24,0.00,-0.36
17:27:14:1632,-0.12,-1.02,-9.42,-0.16,-0.11,-0.38
17:27:14:1832,-0.08,-1.00,-9.45,-0.22,-0.14,-0.35
17:27:14:2032,-0.10,-1.03,-9.45,-0.08,-0.04,-0.43
17:27:14:2232,-0.09,-1.00,-9.53,-0.17,0.05,-0.36
17:27:14:2432,-0.11,-1.01,-9.43,-0.33,-0.20,-0.29
17:27:14:2632,-0.09,-1.00,-9.41,-0.24,-0.20,-0.38
17:27:14:2832,-0.11,-1.04,-9.43,-0.28,-0.14,-0.36
17:27:14:3032,-0.09,-0.99,-9.38,-0.15,-0.13,-0.33
17:27:14:3233,-0.09,-1.01,-9.49,-0.24,0.04,-0.40
17:27:14:3432,-0.10,-1.01,-9.44,-0.24,-0.37,-0.32
17:27:14:3633,-0.10,-0.99,-9.48,-0.19,-0.14,-0.32
17:27:14:3832,-0.12,-1.00,-9.41,-0.16,-0.20,-0.46
17:27:14:4032,-0.11,-0.98,-9.46,-0.26,-0.03,-0.35
17:27:14:4232,-0.09,-1.02,-9.52,-0.19,-0.13,-0.40
17:27:14:4432,-0.08,-1.01,-9.48,-0.19,-0.26,-0.43
17:27:14:4632,-0.10,-1.01,-9.44,-0.28,-0.10,-0.31
17:27:14:4832,-0.11,-1.00,-9.40,-0.16,-0.31,-0.40
17:27:14:5033,-0.10,-1.00,-9.41,-0.12,-0.04,-0.44
17:27:14:5234,-0.07,-0.99,-9.45,-0.16,-0.07,-0.34
17:27:14:5434,-0.11,-1.00,-9.46,-0.20,-0.23,-0.41
17:27:14:5635,-0.10,-1.02,-9.48,-0.31,0.08,-0.34
17:27:14:5834,-0.11,-0.99,-9.44,-0.17,-0.24,-0.34
17:27:14:6034,-0.09,-1.01,-9.45,-0.22,-0.03,-0.29
17:27:14:6234,-0.09,-1.01,-9.46,-0.20,-0.04,-0.34
17:27:14:6434,-0.10,-1.00,-9.44,-0.12,-0.32,-0.44
17:27:14:6634,-0.08,-1.00,-9.47,-0.42,-0.18,-0.30
17:27:14:6834,-0.10,-1.00,-9.42,-0.16,-0.19,-0.37
17:27:14:7034,-0.10,-1.01,-9.41,-0.14,-0.25,-0.30
17:27:14:7234,-0.08,-0.98,-9.39,-0.32,0.24,-0.38
17:27:14:7434,-0.10,-1.06,-9.55,-0.11,-0.29,-0.33
17:27:14:7634,-0.08,-0.96,-9.30,-0.28,-0.09,-0.33
17:27:14:7834,-0.13,-1.02,-9.61,-0.36,0.36,-0.40
17:27:14:8034,-0.09,-0.98,-9.32,0.07,-0.56,-0.36
17:27:14:8234,-0.08,-1.04,-9.60,-0.56,0.41,-0.36
17:27:14:8434,-0.11,-0.98,-9.42,-0.01,-0.47,-0.36
17:27:14:8634,-0.09,-1.03,-9.43,-0.04,-0.25,-0.37
17:27:14:8834,-0.09,-1.00,-9.57,-0.55,0.71,-0.34
17:27:14:9034,-0.10,-0.99,-9.37,0.10,-0.94,-0.39
17:27:14:9234,-0.07,-0.99,-9.49,-0.51,0.25,-0.39
17:27:14:9434,-0.10,-1.00,-9.40,-0.06,-0.23,-0.35
17:27:14:9634,-0.06,-0.98,-9.44,-0.12,-0.21,-0.23
17:27:14:9834,-0.07,-1.02,-9.52,-0.44,0.28,-0.36
17:27:15:0034,-0.08,-1.00,-9.48,-0.04,-0.62,-0.31
17:27:15:0234,-0.08,-1.01,-9.43,-0.37,0.05,-0.36
17:27:15:0434,-0.12,-1.03,-9.43,-0.27,-0.10,-0.42
17:27:15:0635,-0.09,-1.00,-9.41,-0.29,-0.33,-0.31
17:27:15:0834,-0.11,-1.00,-9.52,-0.56,0.35,-0.33
17:27:15:1034,-0.09,-1.00,-9.47,-0.06,-0.39,-0.34
17:27:15:1234,-0.09,-1.01,-9.40,-0.26,-0.13,-0.40
17:27:15:1434,-0.08,-0.99,-9.49,-0.41,-0.03,-0.34
17:27:15:1634,-0.10,-1.00,-9.45,0.10,-0.46,-0.36
17:27:15:1834,-0.07,-0.98,-9.47,-0.43,0.14,-0.32
17:27:15:2034,-0.10,-1.00,-9.46,-0.16,-0.21,-0.40
17:27:15:2234,-0.08,-1.00,-9.47,-0.20,-0.08,-0.38
17:27:15:2434,-0.09,-1.03,-9.53,-0.35,0.15,-0.43
17:27:15:2634,-0.10,-0.99,-9.39,-0.06,-0.54,-0.36
17:27:15:2834,-0.10,-1.00,-9.44,-0.39,0.19,-0.40
17:27:15:3034,-0.11,-1.00,-9.43,-0.19,-0.02,-0.34
17:27:15:3235,-0.09,-1.00,-9.43,-0.19,-0.42,-0.36
17:27:15:3434,-0.09,-1.02,-9.50,-0.35,0.32,-0.33
17:27:15:3635,-0.11,-0.99,-9.42,0.00,-0.35,-0.44
17:27:15:3835,-0.09,-1.00,-9.52,-0.33,0.16,-0.38
17:27:15:4035,-0.09,-1.01,-9.41,-0.22,-0.21,-0.39
17:27:15:4235,-0.09,-0.98,-9.39,-0.09,-0.29,-0.35
17:27:15:4435,-0.10,-1.03,-9.48,-0.32,0.07,-0.35
17:27:15:4635,-0.09,-0.98,-9.43,-0.12,-0.33,-0.32
17:27:15:4835,-0.09,-1.01,-9.43,-0.24,-0.12,-0.35
17:27:15:5035,-0.08,-1.01,-9.44,-0.40,-0.12,-0.39
17:27:15:5236,-0.10,-0.98,-9.43,-0.09,-0.18,-0.40
17:27:15:5436,-0.11,-1.03,-9.47,-0.25,-0.04,-0.43
17:27:15:5637,-0.08,-1.00,-9.48,-0.21,0.03,-0.45
17:27:15:5836,-0.10,-1.00,-9.48,-0.20,-0.17,-0.42
17:27:15:6036,-0.07,-1.00,-9.48,-0.28,-0.08,-0.33
17:27:15:6236,-0.12,-1.00,-9.40,-0.20,0.00,-0.45
17:27:15:6436,-0.06,-0.98,-9.40,-0.18,-0.19,-0.28
17:27:15:6636,-0.08,-1.00,-9.42,-0.28,0.02,-0.36
17:27:15:6836,-0.10,-0.99,-9.47,-0.25,-0.17,-0.39
17:27:15:7036,-0.07,-1.02,-9.45,-0.32,-0.14,-0.37
17:27:15:7236,-0.10,-0.98,-9.51,-0.31,-0.19,-0.36
17:27:15:7436,-0.11,-1.00,-9.40,-0.08,-0.23,-0.35
17:27:15:7636,-0.09,-1.00,-9.46,-0.29,0.05,-0.44
17:27:15:7836,-0.12,-1.00,-9.42,-0.26,-0.33,-0.40
17:27:15:8036,-0.11,-1.05,-9.42,-0.29,-0.17,-0.36
17:27:15:8236,-0.10,-1.00,-9.51,-0.29,-0.12,-0.32
17:27:15:8436,-0.10,-1.01,-9.38,-0.21,-0.32,-0.37
17:27:15:8636,-0.08,-1.00,-9.49,-0.28,0.14,-0.42
17:27:15:8836,-0.10,-1.04,-9.45,-0.12,-0.19,-0.31
17:27:15:9036,-0.11,-1.00,-9.43,-0.11,-0.13,-0.37
17:27:15:9236,-0.10,-1.00,-9.48,-0.38,-0.04,-0.37
17:27:15:9436,-0.10,-1.01,-9.45,-0.12,-0.29,-0.39
17:27:15:9636,-0.10,-0.98,-9.46,-0.23,0.00,-0.40
17:27:15:9836,-0.07,-1.01,-9.42,-0.20,-0.09,-0.31
17:27:16:0036,-0.10,-1.00,-9.45,-0.17,-0.21,-0.32
17:27:16:0236,-0.10,-1.01,-9.44,-0.20,0.12,-0.44
17:27:16:0436,-0.08,-0.99,-9.45,-0.16,-0.05,-0.29
17:27:16:0637,-0.10,-1.00,-9.44,-0.28,0.05,-0.41
17:27:16:0836,-0.08,-1.01,-9.39,-0.19,-0.11,-0.32
17:27:16:1036,-0.09,-1.02,-9.42,-0.18,-0.09,-0.38
17:27:16:1236,-0.10,-1.00,-9.39,-0.26,-0.10,-0.32
17:27:16:1436,-0.09,-1.00,-9.48,-0.19,-0.20,-0.42
17:27:16:1637,-0.07,-0.99,-9.44,-0.24,-0.19,-0.37
17:27:16:1836,-0.11,-1.00,-9.47,-0.20,-0.16,-0.34
17:27:16:2037,-0.08,-1.00,-9.46,-0.17,-0.03,-0.36
17:27:16:2236,-0.10,-1.01,-9.48,-0.19,-0.05,-0.41
17:27:16:2437,-0.10,-1.01,-9.44,-0.20,-0.11,-0.34
17:27:16:2637,-0.09,-1.00,-9.44,-0.14,-0.06,-0.37
17:27:16:2837,-0.07,-1.00,-9.47,-0.23,-0.06,-0.39
17:27:16:3037,-0.09,-1.01,-9.45,-0.24,-0.02,-0.35
17:27:16:3237,-0.10,-1.00,-9.44,-0.20,-0.26,-0.42
17:27:16:3437,-0.08,-1.01,-9.49,-0.27,-0.12,-0.36
17:27:16:3637,-0.09,-0.99,-9.49,-0.25,-0.15,-0.28
17:27:16:3837,-0.11,-1.02,-9.43,-0.09,-0.33,-0.35
17:27:16:4037,-0.10,-1.00,-9.44,-0.29,0.07,-0.37
17:27:16:4237,-0.10,-1.00,-9.46,-0.15,-0.17,-0.35
17:27:16:4437,-0.08,-1.00,-9.40,-0.21,-0.06,-0.42
17:27:16:4637,-0.07,-1.00,-9.45,-0.37,-0.01,-0.36
17:27:16:4837,-0.10,-1.00,-9.44,-0.16,-0.35,-0.40
17:27:16:5037,-0.08,-1.00,-9.46,-0.23,0.05,-0.31
17:27:16:5238,-0.10,-1.03,-9.47,-0.17,-0.11,-0.35
17:27:16:5438,-0.09,-1.01,-9.47,-0.19,-0.04,-0.42
17:27:16:5639,-0.08,-1.02,-9.47,-0.27,-0.19,-0.38
17:27:16:5838,-0.09,-1.00,-9.46,-0.18,-0.20,-0.37
17:27:16:6038,-0.10,-1.01,-9.45,-0.21,-0.08,-0.37
17:27:16:6238,-0.09,-1.00,-9.48,-0.20,-0.02,-0.34
17:27:16:6438,-0.09,-0.99,-9.49,-0.05,-0.11,-0.33
17:27:16:6638,-0.11,-1.00,-9.41,-0.22,0.00,-0.40
17:27:16:6838,-0.12,-1.00,-9.44,-0.13,-0.28,-0.35
17:27:16:7038,-0.11,-1.02,-9.38,-0.20,-0.01,-0.37
17:27:16:7238,-0.10,-1.00,-9.42,-0.19,-0.07,-0.30
17:27:16:7438,-0.10,-1.01,-9.41,-0.20,-0.22,-0.40
17:27:16:7638,-0.09,-1.00,-9.44,-0.23,-0.02,-0.34
17:27:16:7838,-0.09,-1.00,-9.47,-0.10,-0.35,-0.34
17:27:16:8038,-0.09,-1.00,-9.45,-0.33,-0.02,-0.36
17:27:16:8239,-0.09,-1.02,-9.46,-0.28,-0.20,-0.35
17:27:16:8438,-0.08,-1.00,-9.47,-0.19,-0.16,-0.34
17:27:16:8638,-0.07,-1.02,-9.47,-0.26,0.03,-0.42
17:27:16:8838,-0.12,-0.99,-9.51,-0.08,-0.12,-0.44
17:27:16:9038,-0.09,-1.04,-9.45,-0.27,-0.10,-0.32
17:27:16:9238,-0.10,-1.00,-9.48,-0.25,0.05,-0.39
17:27:16:9438,-0.06,-1.00,-9.49,-0.14,-0.26,-0.35
17:27:16:9639,-0.10,-1.00,-9.47,-0.26,0.02,-0.43
17:27:16:9838,-0.11,-1.00,-9.47,-0.19,-0.16,-0.33
17:27:17:0038,-0.12,-0.99,-9.33,-0.25,-0.24,-0.41
17:27:17:0238,-0.09,-1.01,-9.44,-0.36,0.25,-0.37
17:27:17:0438,-0.09,-0.99,-9.41,-0.08,-0.24,-0.32
17:27:17:0639,-0.10,-1.01,-9.41,-0.31,-0.07,-0.38
17:27:17:0838,-0.10,-1.03,-9.50,-0.21,-0.08,-0.35
17:27:17:1039,-0.09,-1.00,-9.40,-0.10,-0.16,-0.41
17:27:17:1239,-0.09,-1.01,-9.48,-0.34,0.07,-0.29
17:27:17:1439,-0.09,-1.02,-9.44,-0.12,-0.18,-0.39
17:27:17:1639,-0.12,-1.00,-9.43,-0.05,-0.10,-0.37
17:27:17:1839,-0.10,-0.99,-9.46,-0.20,-0.15,-0.38
17:27:17:2039,-0.10,-1.00,-9.45,-0.11,-0.12,-0.34
17:27:17:2239,-0.08,-1.01,-9.46,-0.27,-0.08,-0.36
17:27:17:2439,-0.10,-1.00,-9.48,-0.11,-0.22,-0.34
17:27:17:2639,-0.09,-1.00,-9.48,-0.20,-0.07,-0.37
17:27:17:2839,-0.09,-1.01,-9.45,-0.18,-0.14,-0.38
17:27:17:3039,-0.09,-1.00,-9.41,-0.17,-0.25,-0.33
17:27:17:3239,-0.08,-1.00,-9.42,-0.15,-0.17,-0.38
17:27:17:3439,-0.09,-1.04,-9.44,-0.28,-0.20,-0.29
17:27:17:3639,-0.08,-1.00,-9.46,-0.13,-0.04,-0.35
