Time,Ax,Ay,Az,Gx,Gy,Gz
16:29:50:4589,-0.87,9.98,-1.17,-0.22,-0.30,-0.36
16:29:50:4789,-0.88,9.99,-1.18,-0.16,-0.13,-0.36
16:29:50:4989,-0.90,9.97,-1.19,-0.31,-0.34,-0.27
16:29:50:5189,-0.89,9.96,-1.21,-0.19,-0.14,-0.36
16:29:50:5389,-0.90,9.96,-1.14,0.03,-0.12,-0.47
16:29:50:5590,-0.87,9.99,-1.21,-0.09,0.12,-0.52
16:29:50:5790,-0.91,9.97,-1.17,-0.29,0.04,-0.24
16:29:50:5991,-0.89,9.96,-1.22,-0.15,0.02,-0.41
16:29:50:6190,-0.84,10.00,-1.17,-0.04,0.05,-0.46
16:29:50:6390,-0.88,10.01,-1.18,-0.36,-0.07,-0.21
16:29:50:6590,-0.92,9.97,-1.15,-0.33,-0.21,-0.07
16:29:50:6790,-0.89,9.98,-1.19,-0.30,-0.10,-0.14
16:29:50:6990,-0.92,9.95,-1.24,-0.36,-0.02,-0.19
16:29:50:7190,-0.89,9.95,-1.26,-0.23,-0.12,-0.39
16:29:50:7390,-0.89,9.95,-1.16,0.06,-0.34,-0.43
16:29:50:7590,-0.89,9.98,-1.19,-0.05,-0.34,-0.49
16:29:50:7790,-0.90,9.98,-1.17,-0.21,-0.21,-0.45
16:29:50:7990,-0.90,9.98,-1.14,-0.09,0.00,-0.42
16:29:50:8190,-0.91,9.98,-1.20,-0.36,0.26,-0.29
16:29:50:8390,-0.90,9.96,-1.22,-0.36,0.10,-0.28
16:29:50:8591,-0.87,9.96,-1.21,-0.26,-0.09,-0.35
16:29:50:8790,-0.88,9.98,-1.17,-0.21,-0.44,-0.35
16:29:50:8990,-0.90,9.95,-1.18,0.10,-0.26,-0.40
16:29:50:9190,-0.89,9.95,-1.17,-0.28,-0.25,-0.24
16:29:50:9390,-0.90,9.97,-1.21,-0.23,0.05,-0.39
16:29:50:9590,-0.87,9.98,-1.18,-0.01,-0.09,-0.41
16:29:50:9790,-0.89,9.94,-1.14,-0.10,-0.19,-0.42
16:29:50:9990,-0.88,10.00,-1.18,-0.22,-0.03,-0.35
16:29:51:0190,-0.90,9.97,-1.14,-0.16,0.00,-0.36
