Time,Ax,Ay,Az,Gx,Gy,Gz
11:54:45:0801,9.57,1.10,2.57,-0.23,-0.26,-0.34
11:54:45:1001,9.59,1.12,2.56,-0.18,-0.16,-0.33
11:54:45:1201,9.54,1.10,2.53,-0.17,-0.20,-0.36
11:54:45:1401,9.56,1.12,2.53,-0.29,-0.07,-0.29
11:54:45:1601,9.57,1.09,2.53,-0.20,-0.06,-0.36
11:54:45:1801,9.58,1.12,2.55,-0.22,-0.21,-0.41
11:54:45:2001,9.55,1.11,2.54,-0.25,-0.28,-0.35
11:54:45:2201,9.57,1.10,2.51,-0.15,-0.07,-0.26
11:54:45:2401,9.55,1.09,2.56,-0.18,-0.17,-0.36
11:54:45:2601,9.59,1.09,2.54,-0.16,-0.15,-0.40
11:54:45:2801,9.54,1.12,2.52,-0.22,-0.12,-0.39
11:54:45:3001,9.56,1.12,2.52,-0.20,-0.01,-0.35
11:54:45:3201,9.57,1.11,2.53,-0.27,-0.19,-0.35
11:54:45:3401,9.58,1.09,2.51,-0.19,-0.10,-0.47
11:54:45:3601,9.56,1.13,2.54,-0.13,-0.14,-0.31
11:54:45:3801,9.58,1.12,2.52,-0.23,0.03,-0.39
11:54:45:4001,9.57,1.13,2.55,-0.18,-0.07,-0.45
11:54:45:4201,9.58,1.12,2.54,-0.14,-0.12,-0.39
11:54:45:4401,9.58,1.11,2.54,-0.16,-0.05,-0.39
11:54:45:4601,9.58,1.07,2.55,-0.24,-0.09,-0.38
11:54:45:4801,9.57,1.10,2.54,-0.23,-0.16,-0.38
11:54:45:5001,9.57,1.08,2.54,-0.18,-0.21,-0.39
11:54:45:5201,9.55,1.10,2.55,-0.14,-0.11,-0.37
11:54:45:5401,9.58,1.08,2.54,-0.20,-0.09,-0.34
11:54:45:5602,9.58,1.11,2.54,-0.20,-0.09,-0.34
11:54:45:5801,9.58,1.12,2.52,-0.20,-0.13,-0.42
11:54:45:6001,9.58,1.13,2.53,-0.19,-0.11,-0.42
11:54:45:6201,9.55,1.10,2.53,-0.17,-0.17,-0.39
11:54:45:6401,9.57,1.09,2.56,-0.12,-0.18,-0.26
11:54:45:6601,9.58,1.10,2.54,-0.26,-0.13,-0.42
11:54:45:6801,9.58,1.10,2.53,-0.16,-0.17,-0.38
11:54:45:7001,9.58,1.11,2.54,-0.21,-0.22,-0.40
11:54:45:7201,9.58,1.11,2.54,-0.26,-0.39,-0.26
11:54:45:7401,9.58,1.11,2.54,-0.16,-0.11,-0.40
11:54:45:7601,9.58,1.09,2.55,-0.16,-0.01,-0.37
11:54:45:7801,9.58,1.11,2.55,-0.31,-0.26,-0.33
11:54:45:8002,9.56,1.11,2.51,-0.23,-0.22,-0.24
11:54:45:8202,9.58,1.10,2.53,-0.14,-0.21,-0.37
11:54:45:8401,9.57,1.10,2.53,-0.29,-0.22,-0.39
11:54:45:8601,9.58,1.11,2.53,-0.22,0.01,-0.31
11:54:45:8801,9.57,1.12,2.51,-0.20,-0.17,-0.32
11:54:45:9002,9.57,1.11,2.55,-0.08,0.02,-0.40
11:54:45:9202,9.56,1.10,2.54,-0.20,-0.23,-0.32
11:54:45:9402,9.58,1.13,2.51,-0.17,-0.11,-0.50
11:54:45:9602,9.58,1.12,2.57,-0.16,0.00,-0.42
11:54:45:9802,9.58,1.10,2.54,-0.26,-0.08,-0.29
11:54:46:0002,9.56,1.08,2.54,-0.22,-0.21,-0.37
11:54:46:0202,9.57,1.09,2.52,-0.16,0.00,-0.40
11:54:46:0402,9.56,1.11,2.52,-0.19,-0.23,-0.33
11:54:46:0603,9.58,1.10,2.53,-0.13,-0.04,-0.42
11:54:46:0802,9.57,1.12,2.54,-0.15,-0.06,-0.33
11:54:46:1002,9.57,1.09,2.55,-0.21,-0.05,-0.29
11:54:46:1202,9.56,1.12,2.57,-0.20,-0.20,-0.38
11:54:46:1402,9.58,1.11,2.54,-0.25,-0.13,-0.45
11:54:46:1602,9.56,1.11,2.52,-0.32,-0.25,-0.34
11:54:46:1802,9.58,1.12,2.53,-0.20,-0.12,-0.38
11:54:46:2002,9.57,1.08,2.52,-0.18,-0.08,-0.36
11:54:46:2202,9.56,1.11,2.53,-0.12,-0.09,-0.45
11:54:46:2402,9.56,1.08,2.52,-0.14,-0.13,-0.39
11:54:46:2602,9.55,1.11,2.54,-0.11,-0.22,-0.36
11:54:46:2802,9.58,1.10,2.56,-0.20,-0.13,-0.39
11:54:46:3002,9.58,1.12,2.53,-0.14,-0.17,-0.32
11:54:46:3203,9.57,1.09,2.52,-0.21,-0.16,-0.37
11:54:46:3402,9.56,1.10,2.53,-0.22,-0.20,-0.34
11:54:46:3602,9.58,1.10,2.55,-0.24,-0.14,-0.43
11:54:46:3802,9.58,1.11,2.55,-0.17,-0.28,-0.35
11:54:46:4002,9.58,1.13,2.54,-0.15,-0.16,-0.34
11:54:46:4202,9.56,1.10,2.52,-0.18,-0.03,-0.41
11:54:46:4402,9.57,1.11,2.55,-0.31,-0.20,-0.41
11:54:46:4602,9.57,1.11,2.55,-0.20,-0.17,-0.33
11:54:46:4802,9.57,1.13,2.55,-0.18,-0.23,-0.39
11:54:46:5002,9.56,1.09,2.54,-0.18,-0.14,-0.42
11:54:46:5202,9.56,1.12,2.52,-0.14,0.06,-0.39
11:54:46:5402,9.58,1.09,2.52,-0.13,-0.20,-0.32
11:54:46:5603,9.58,1.10,2.55,-0.20,-0.09,-0.40
11:54:46:5802,9.56,1.10,2.53,-0.24,-0.11,-0.40
11:54:46:6002,9.53,1.10,2.55,-0.14,-0.13,-0.39
11:54:46:6202,9.59,1.12,2.53,-0.19,-0.10,-0.33
11:54:46:6402,9.57,1.13,2.53,-0.25,-0.19,-0.31
11:54:46:6602,9.56,1.12,2.55,-0.13,-0.24,-0.30
11:54:46:6802,9.59,1.11,2.54,-0.10,-0.12,-0.38
11:54:46:7002,9.56,1.10,2.54,-0.26,-0.17,-0.37
11:54:46:7202,9.56,1.12,2.53,-0.16,-0.08,-0.40
11:54:46:7402,9.56,1.10,2.54,-0.15,-0.20,-0.29
11:54:46:7602,9.57,1.12,2.54,-0.16,-0.18,-0.39
11:54:46:7802,9.58,1.12,2.56,-0.20,-0.20,-0.37
11:54:46:8002,9.57,1.13,2.51,-0.20,-0.10,-0.31
11:54:46:8203,9.55,1.10,2.54,-0.24,-0.15,-0.27
11:54:46:8402,9.58,1.08,2.52,-0.20,-0.34,-0.37
11:54:46:8602,9.56,1.09,2.55,-0.08,-0.10,-0.33
11:54:46:8802,9.58,1.10,2.56,-0.19,-0.02,-0.40
11:54:46:9003,9.56,1.11,2.51,-0.20,-0.09,-0.33
11:54:46:9203,9.58,1.10,2.56,-0.12,0.01,-0.32
11:54:46:9403,9.57,1.10,2.57,-0.28,-0.20,-0.35
11:54:46:9603,9.57,1.12,2.53,-0.16,0.00,-0.43
11:54:46:9803,9.53,1.10,2.56,-0.23,-0.19,-0.36
11:54:47:0003,9.57,1.10,2.53,-0.22,-0.16,-0.40
11:54:47:0203,9.58,1.10,2.57,-0.20,-0.13,-0.35
11:54:47:0403,9.58,1.11,2.53,-0.13,-0.05,-0.36
11:54:47:0603,9.56,1.13,2.57,-0.22,-0.10,-0.28
11:54:47:0803,9.58,1.10,2.55,-0.16,-0.14,-0.41
11:54:47:1003,9.57,1.11,2.53,-0.11,-0.06,-0.38
11:54:47:1203,9.58,1.09,2.52,-0.25,-0.23,-0.32
11:54:47:1403,9.57,1.11,2.56,-0.21,-0.14,-0.30
11:54:47:1603,9.57,1.13,2.57,-0.16,0.04,-0.45
11:54:47:1803,9.56,1.12,2.53,-0.17,-0.20,-0.30
11:54:47:2003,9.58,1.12,2.54,-0.25,-0.14,-0.42
11:54:47:2203,9.55,1.09,2.52,-0.27,-0.21,-0.42
11:54:47:2403,9.58,1.13,2.53,-0.18,-0.16,-0.43
11:54:47:2603,9.57,1.11,2.54,-0.19,-0.11,-0.39
11:54:47:2803,9.57,1.10,2.53,-0.10,0.12,-0.38
11:54:47:3003,9.55,1.10,2.54,-0.20,-0.17,-0.39
11:54:47:3203,9.58,1.09,2.55,-0.19,-0.05,-0.43
11:54:47:3404,9.56,1.10,2.51,-0.24,-0.28,-0.29
11:54:47:3604,9.58,1.13,2.53,-0.13,-0.06,-0.40
11:54:47:3804,9.57,1.10,2.53,-0.23,-0.02,-0.33
11:54:47:4004,9.57,1.11,2.54,-0.22,-0.26,-0.44
11:54:47:4204,9.54,1.11,2.53,-0.19,-0.26,-0.37
