Time,Ax,Ay,Az,Gx,Gy,Gz
16:35:19:2102,0.25,0.24,-9.55,-0.21,-0.14,-0.45
16:35:19:2263,0.31,0.23,-9.51,-0.29,0.09,-0.46
16:35:19:2463,0.29,0.24,-9.47,-0.29,-0.12,-0.34
16:36:04:4753,0.27,0.25,-9.49,-0.17,-0.20,-0.30
16:36:04:4953,0.27,0.23,-9.57,-0.32,-0.22,-0.39
16:36:04:5152,0.28,0.25,-9.55,-0.13,0.00,-0.39
16:36:04:5353,0.28,0.24,-9.52,-0.29,0.00,-0.28
16:36:04:5553,0.30,0.22,-9.44,-0.18,-0.19,-0.34
16:36:04:5752,0.27,0.24,-9.49,-0.24,-0.28,-0.27
16:36:04:5952,0.26,0.23,-9.56,-0.19,-0.11,-0.39
16:36:04:6153,0.27,0.22,-9.54,-0.21,-0.22,-0.40
16:36:04:6352,0.26,0.25,-9.46,-0.24,0.00,-0.31
16:36:04:6552,0.29,0.23,-9.50,-0.32,-0.04,-0.33
16:36:04:6752,0.30,0.22,-9.57,-0.15,-0.13,-0.39
16:36:04:6952,0.26,0.28,-9.52,-0.20,-0.05,-0.36
16:36:04:7153,0.28,0.23,-9.51,-0.24,-0.29,-0.31
16:36:04:7353,0.29,0.24,-9.52,-0.26,-0.18,-0.36
16:36:04:7553,0.27,0.25,-9.53,-0.22,0.00,-0.31
16:36:04:7753,0.29,0.25,-9.51,-0.18,-0.03,-0.38
16:36:04:7953,0.27,0.24,-9.50,-0.26,-0.03,-0.38
16:36:04:8153,0.29,0.24,-9.49,-0.23,-0.23,-0.33
16:36:04:8353,0.29,0.24,-9.52,-0.30,0.12,-0.38
16:36:04:8554,0.26,0.26,-9.55,-0.20,-0.10,-0.33
16:36:04:8753,0.27,0.25,-9.51,-0.31,-0.17,-0.41
16:36:04:8953,0.29,0.23,-9.53,-0.31,-0.06,-0.35
16:36:04:9153,0.28,0.24,-9.54,-0.19,0.00,-0.34
16:36:04:9353,0.29,0.25,-9.47,-0.20,-0.01,-0.44
16:36:04:9553,0.30,0.26,-9.46,-0.12,-0.11,-0.40
