Time,Ax,Ay,Az,Gx,Gy,Gz
11:52:15:5382,9.59,-1.29,1.80,-0.21,-0.19,-0.40
11:52:15:5581,9.61,-1.26,1.81,-0.19,-0.09,-0.35
11:52:15:5781,9.60,-1.26,1.83,-0.06,0.07,-0.42
11:52:15:5981,9.61,-1.27,1.84,-0.27,-0.13,-0.36
11:52:15:6181,9.61,-1.30,1.85,-0.17,-0.13,-0.39
11:52:15:6381,9.60,-1.29,1.84,-0.27,-0.21,-0.32
11:52:15:6581,9.57,-1.29,1.82,-0.23,-0.14,-0.33
11:52:15:6781,9.62,-1.27,1.83,-0.23,-0.24,-0.45
11:52:15:6981,9.58,-1.27,1.82,-0.09,-0.29,-0.40
11:52:15:7181,9.60,-1.28,1.84,-0.19,-0.09,-0.36
11:52:15:7381,9.59,-1.28,1.82,-0.14,0.02,-0.33
11:52:15:7581,9.59,-1.31,1.81,-0.28,-0.16,-0.37
11:52:15:7781,9.58,-1.27,1.85,-0.30,-0.15,-0.38
11:52:15:7982,9.60,-1.28,1.82,-0.20,-0.26,-0.45
11:52:15:8181,9.61,-1.28,1.88,-0.20,-0.24,-0.40
11:52:15:8381,9.60,-1.27,1.82,-0.20,0.04,-0.40
11:52:15:8581,9.58,-1.27,1.83,-0.26,0.06,-0.36
11:52:15:8781,9.58,-1.28,1.82,-0.08,-0.06,-0.27
11:52:15:8981,9.59,-1.26,1.84,-0.20,-0.52,-0.34
11:52:15:9181,9.62,-1.28,1.83,-0.23,-0.14,-0.42
11:52:15:9382,9.59,-1.25,1.85,-0.16,-0.13,-0.45
11:52:15:9581,9.61,-1.29,1.86,-0.23,0.09,-0.35
11:52:15:9782,9.62,-1.29,1.86,-0.24,-0.22,-0.31
11:52:15:9982,9.61,-1.25,1.82,-0.23,-0.33,-0.30
11:52:16:0182,9.59,-1.28,1.84,-0.13,-0.14,-0.33
11:52:16:0382,9.61,-1.27,1.84,-0.16,-0.03,-0.32
11:52:16:0582,9.58,-1.27,1.81,-0.19,-0.25,-0.40
11:52:16:0782,9.59,-1.27,1.86,-0.14,-0.09,-0.36
11:52:16:0982,9.59,-1.28,1.82,-0.16,0.09,-0.40
11:52:16:1182,9.60,-1.27,1.84,-0.09,-0.07,-0.39
11:52:16:1382,9.57,-1.28,1.82,-0.17,-0.20,-0.38
11:52:16:1582,9.59,-1.28,1.82,-0.12,-0.04,-0.39
11:52:16:1782,9.57,-1.26,1.82,-0.08,-0.11,-0.34
11:52:16:1982,9.61,-1.27,1.86,-0.17,-0.06,-0.37
11:52:16:2182,9.63,-1.27,1.87,-0.13,-0.13,-0.44
11:52:16:2382,9.60,-1.26,1.83,-0.26,-0.17,-0.41
11:52:16:2582,9.58,-1.27,1.82,-0.29,-0.20,-0.36
11:52:16:2782,9.46,-1.26,1.78,-0.21,-0.14,-0.37
11:52:16:2982,9.80,-1.22,2.09,-0.06,-0.50,-0.41
11:52:16:3182,9.64,-1.21,1.93,-0.22,-0.52,-0.43
11:52:16:3383,9.63,-1.28,1.89,-0.22,-0.12,-0.29
11:52:16:3582,9.64,-1.25,1.84,-0.12,0.11,-0.40
11:52:16:3782,9.60,-1.30,1.82,-0.24,-0.26,-0.29
11:52:16:3982,9.61,-1.27,1.86,-0.20,-0.43,-0.47
11:52:16:4182,9.60,-1.26,1.82,-0.16,-0.46,-0.36
11:52:16:4382,9.63,-1.29,1.82,-0.23,-0.13,-0.42
11:52:16:4582,9.62,-1.28,1.80,-0.20,0.13,-0.29
11:52:16:4782,9.58,-1.31,1.84,-0.20,-0.03,-0.37
11:52:16:4983,9.60,-1.27,1.81,-0.19,-0.33,-0.42
11:52:16:5183,9.63,-1.30,1.86,-0.20,-0.20,-0.42
11:52:16:5384,9.61,-1.27,1.85,-0.22,-0.08,-0.34
11:52:16:5583,9.60,-1.29,1.84,-0.21,-0.10,-0.35
11:52:16:5783,9.59,-1.26,1.83,-0.38,-0.18,-0.35
11:52:16:5983,9.61,-1.28,1.85,-0.20,-0.17,-0.36
11:52:16:6183,9.60,-1.27,1.82,-0.19,-0.25,-0.48
11:52:16:6383,9.63,-1.28,1.83,-0.25,-0.22,-0.32
11:52:16:6583,9.62,-1.30,1.84,-0.21,-0.08,-0.35
11:52:16:6783,9.60,-1.28,1.85,-0.19,0.07,-0.38
11:52:16:6983,9.61,-1.27,1.82,-0.19,-0.34,-0.34
11:52:16:7183,9.59,-1.30,1.83,-0.17,-0.26,-0.42
11:52:16:7383,9.61,-1.30,1.83,-0.16,-0.07,-0.40
11:52:16:7583,9.62,-1.27,1.87,-0.14,0.25,-0.36
11:52:16:7783,9.61,-1.28,1.82,-0.19,-0.01,-0.33
11:52:16:7983,9.60,-1.28,1.82,-0.17,-0.14,-0.40
11:52:16:8183,9.61,-1.28,1.86,-0.11,-0.29,-0.47
11:52:16:8383,9.61,-1.28,1.84,-0.20,-0.21,-0.44
11:52:16:8583,9.60,-1.26,1.84,-0.10,0.07,-0.32
11:52:16:8783,9.62,-1.29,1.84,-0.19,-0.06,-0.32
11:52:16:8983,9.60,-1.29,1.84,-0.12,-0.26,-0.33
11:52:16:9183,9.60,-1.27,1.82,-0.25,-0.35,-0.39
11:52:16:9383,9.60,-1.27,1.82,-0.20,-0.23,-0.39
11:52:16:9583,9.60,-1.26,1.86,-0.13,-0.02,-0.37
11:52:16:9783,9.60,-1.28,1.81,-0.19,-0.19,-0.32
11:52:16:9983,9.60,-1.30,1.80,-0.19,-0.29,-0.39
11:52:17:0183,9.62,-1.27,1.83,-0.08,-0.28,-0.37
11:52:17:0384,9.61,-1.29,1.83,-0.23,-0.11,-0.42
11:52:17:0583,9.61,-1.28,1.85,-0.26,-0.20,-0.34
11:52:17:0783,9.60,-1.29,1.82,-0.29,-0.13,-0.35
11:52:17:0983,9.62,-1.28,1.82,-0.19,-0.30,-0.36
11:52:17:1183,9.60,-1.28,1.83,-0.23,-0.17,-0.34
11:52:17:1384,9.61,-1.29,1.84,-0.13,-0.14,-0.38
11:52:17:1584,9.61,-1.29,1.83,-0.15,-0.06,-0.40
11:52:17:1784,9.61,-1.28,1.85,-0.16,-0.04,-0.30
11:52:17:1984,9.59,-1.28,1.83,-0.18,-0.20,-0.43
11:52:17:2184,9.62,-1.27,1.82,-0.23,-0.30,-0.33
11:52:17:2384,9.58,-1.29,1.82,-0.23,-0.23,-0.37
11:52:17:2584,9.61,-1.27,1.84,-0.21,-0.24,-0.35
11:52:17:2784,9.60,-1.29,1.84,-0.19,-0.09,-0.40
11:52:17:2984,9.61,-1.29,1.85,-0.24,-0.12,-0.33
11:52:17:3184,9.59,-1.29,1.83,-0.20,-0.03,-0.45
11:52:17:3384,9.61,-1.27,1.82,-0.22,-0.27,-0.27
11:52:17:3583,9.62,-1.29,1.84,-0.20,-0.10,-0.41
11:52:17:3784,9.62,-1.29,1.84,-0.16,-0.06,-0.31
11:52:17:3983,9.60,-1.31,1.81,-0.20,-0.05,-0.41
11:52:17:4183,9.63,-1.26,1.82,-0.17,-0.19,-0.35
11:52:17:4384,9.62,-1.29,1.83,-0.17,-0.18,-0.40
11:52:17:4584,9.61,-1.28,1.80,-0.27,0.02,-0.31
11:52:17:4784,9.60,-1.28,1.81,-0.23,-0.09,-0.39
11:52:17:4984,9.62,-1.28,1.85,-0.14,0.04,-0.37
11:52:17:5184,9.59,-1.29,1.85,-0.14,-0.09,-0.40
11:52:17:5385,9.60,-1.27,1.83,-0.28,-0.32,-0.33
11:52:17:5584,9.59,-1.27,1.83,-0.20,-0.03,-0.36
11:52:17:5784,9.60,-1.29,1.85,-0.26,-0.17,-0.29
11:52:17:5984,9.59,-1.28,1.82,-0.13,0.00,-0.39
11:52:17:6184,9.61,-1.28,1.83,-0.21,-0.14,-0.37
11:52:17:6384,9.61,-1.29,1.84,-0.21,-0.24,-0.35
11:52:17:6584,9.64,-1.28,1.83,-0.20,-0.02,-0.32
11:52:17:6784,9.61,-1.28,1.83,-0.23,-0.13,-0.34
11:52:17:6984,9.59,-1.28,1.82,-0.33,-0.24,-0.36
11:52:17:7184,9.63,-1.28,1.82,-0.19,-0.13,-0.45
11:52:17:7384,9.59,-1.28,1.80,-0.36,-0.21,-0.37
11:52:17:7584,9.59,-1.28,1.84,-0.27,-0.03,-0.39
11:52:17:7784,9.64,-1.27,1.85,-0.14,-0.09,-0.33
11:52:17:7984,9.58,-1.29,1.85,-0.12,-0.22,-0.47
11:52:17:8184,9.61,-1.29,1.82,-0.21,-0.24,-0.36
11:52:17:8384,9.60,-1.28,1.84,-0.23,-0.02,-0.43
11:52:17:8584,9.60,-1.29,1.80,-0.11,-0.01,-0.34
11:52:17:8784,9.59,-1.28,1.83,-0.29,-0.26,-0.41
11:52:17:8984,9.63,-1.26,1.83,-0.17,-0.23,-0.30
11:52:17:9184,9.60,-1.26,1.86,-0.17,-0.31,-0.34
