Time,Ax,Ay,Az,Gx,Gy,Gz
18:41:12:1362,-9.67,0.50,-0.21,-0.13,-0.08,-0.37
18:41:12:1562,-9.68,0.50,-0.22,-0.22,-0.12,-0.38
18:41:12:1762,-9.69,0.49,-0.21,-0.20,-0.05,-0.36
18:41:12:1962,-9.70,0.50,-0.20,-0.12,-0.11,-0.42
18:41:12:2162,-9.70,0.49,-0.21,-0.21,-0.21,-0.34
18:41:12:2362,-9.69,0.49,-0.19,-0.09,-0.15,-0.41
18:41:12:2562,-9.70,0.50,-0.20,-0.20,-0.12,-0.39
18:41:12:2762,-9.68,0.50,-0.21,-0.23,-0.20,-0.39
18:41:12:2962,-9.69,0.51,-0.22,-0.15,-0.13,-0.38
18:41:12:3162,-9.68,0.49,-0.23,-0.18,-0.13,-0.39
18:41:12:3363,-9.69,0.50,-0.20,-0.19,-0.05,-0.38
18:41:12:3562,-9.70,0.50,-0.24,-0.22,-0.15,-0.25
18:41:12:3762,-9.69,0.49,-0.21,-0.06,-0.01,-0.40
18:41:12:3962,-9.68,0.50,-0.21,-0.09,0.09,-0.37
18:41:12:4163,-9.70,0.49,-0.23,-0.12,-0.02,-0.31
18:41:12:4363,-9.70,0.48,-0.19,-0.31,-0.21,-0.35
18:41:12:4563,-9.67,0.49,-0.23,-0.17,-0.04,-0.30
18:41:12:4763,-9.69,0.49,-0.25,-0.08,-0.09,-0.43
18:41:12:4963,-9.69,0.51,-0.20,-0.19,-0.08,-0.33
18:41:12:5163,-9.68,0.50,-0.22,-0.21,-0.14,-0.33
18:41:12:5363,-9.70,0.49,-0.25,-0.12,-0.16,-0.41
18:41:12:5584,-9.68,0.47,-0.22,-0.17,-0.16,-0.34
18:41:12:5763,-9.70,0.50,-0.22,-0.19,-0.04,-0.35
18:41:12:5963,-9.67,0.49,-0.21,-0.19,-0.13,-0.40
18:41:12:6163,-9.69,0.49,-0.21,-0.21,-0.14,-0.32
18:41:12:6363,-9.69,0.49,-0.21,-0.19,-0.11,-0.37
18:41:12:6563,-9.68,0.50,-0.20,-0.09,-0.20,-0.36
18:41:12:6763,-9.69,0.50,-0.20,-0.20,-0.08,-0.43
18:41:12:6963,-9.69,0.50,-0.20,-0.17,-0.07,-0.36
18:41:12:7163,-9.69,0.48,-0.21,-0.19,-0.20,-0.37
18:41:12:7363,-9.69,0.50,-0.21,-0.20,-0.12,-0.41
18:41:12:7563,-9.71,0.50,-0.20,-0.22,-0.17,-0.33
18:41:12:7763,-9.68,0.50,-0.22,-0.08,-0.12,-0.37
18:41:12:7963,-9.68,0.50,-0.22,-0.16,-0.06,-0.46
18:41:12:8163,-9.70,0.49,-0.21,-0.15,-0.11,-0.35
18:41:12:8364,-9.68,0.49,-0.21,-0.18,-0.19,-0.43
18:41:12:8564,-9.70,0.49,-0.21,-0.25,-0.13,-0.40
18:41:12:8763,-9.69,0.46,-0.20,-0.12,-0.26,-0.39
18:41:12:8963,-9.70,0.50,-0.23,-0.24,-0.22,-0.38
18:41:12:9163,-9.68,0.49,-0.21,-0.22,-0.22,-0.39
18:41:12:9364,-9.67,0.49,-0.24,-0.23,-0.16,-0.36
18:41:12:9564,-9.70,0.50,-0.23,-0.18,-0.06,-0.40
18:41:12:9764,-9.69,0.50,-0.21,-0.13,0.00,-0.39
18:41:12:9964,-9.67,0.48,-0.20,-0.20,-0.25,-0.39
18:41:13:0164,-9.68,0.49,-0.20,-0.22,-0.26,-0.32
18:41:13:0365,-9.69,0.48,-0.22,-0.20,0.01,-0.42
18:41:13:0587,-9.69,0.49,-0.22,-0.20,-0.23,-0.33
18:41:13:0764,-9.69,0.50,-0.20,-0.09,-0.04,-0.40
18:41:13:0965,-9.69,0.49,-0.20,-0.21,-0.22,-0.38
18:41:13:1165,-9.67,0.50,-0.21,-0.25,-0.21,-0.30
18:41:13:1365,-9.69,0.49,-0.25,-0.14,0.00,-0.40
18:41:13:1565,-9.68,0.49,-0.20,-0.16,-0.20,-0.31
18:41:13:1765,-9.71,0.49,-0.22,-0.21,-0.16,-0.42
18:41:13:1965,-9.69,0.50,-0.21,-0.17,-0.03,-0.34
18:41:13:2165,-9.68,0.49,-0.20,-0.12,0.00,-0.40
18:41:13:2365,-9.68,0.49,-0.19,-0.21,-0.20,-0.33
18:41:13:2565,-9.68,0.49,-0.22,-0.17,-0.19,-0.43
18:41:13:2765,-9.69,0.49,-0.20,-0.14,0.00,-0.43
18:41:13:2965,-9.69,0.51,-0.20,-0.24,-0.15,-0.47
18:41:13:3165,-9.69,0.49,-0.25,-0.19,-0.06,-0.32
18:41:13:3366,-9.69,0.49,-0.22,-0.21,-0.16,-0.36
18:41:13:3565,-9.69,0.49,-0.21,-0.29,-0.07,-0.42
18:41:13:3765,-9.67,0.50,-0.20,-0.26,-0.25,-0.34
18:41:13:3965,-9.68,0.49,-0.22,-0.21,-0.20,-0.42
18:41:13:4165,-9.69,0.49,-0.23,-0.19,-0.24,-0.36
18:41:13:4365,-9.68,0.50,-0.23,-0.15,-0.19,-0.44
18:41:13:4565,-9.69,0.50,-0.22,-0.17,-0.07,-0.32
18:41:13:4765,-9.68,0.49,-0.20,-0.18,-0.14,-0.42
18:41:13:4965,-9.68,0.49,-0.20,-0.13,-0.21,-0.37
18:41:13:5165,-9.69,0.48,-0.23,-0.20,-0.24,-0.34
18:41:13:5365,-9.67,0.50,-0.20,-0.17,-0.33,-0.34
18:41:13:5587,-9.68,0.48,-0.22,-0.22,-0.16,-0.40
18:41:13:5765,-9.66,0.51,-0.20,-0.19,-0.10,-0.34
18:41:13:5966,-9.68,0.50,-0.24,-0.17,-0.05,-0.41
18:41:13:6165,-9.70,0.50,-0.21,-0.14,0.00,-0.34
18:41:13:6366,-9.69,0.49,-0.20,-0.08,-0.03,-0.32
18:41:13:6565,-9.69,0.49,-0.25,-0.16,-0.17,-0.36
18:41:13:6765,-9.69,0.49,-0.20,-0.19,-0.23,-0.38
18:41:13:6965,-9.67,0.48,-0.20,-0.14,-0.24,-0.36
18:41:13:7165,-9.69,0.50,-0.22,-0.20,-0.09,-0.32
18:41:13:7365,-9.71,0.49,-0.21,-0.20,-0.19,-0.34
18:41:13:7566,-9.71,0.49,-0.20,-0.19,-0.22,-0.30
18:41:13:7766,-9.71,0.51,-0.21,-0.21,-0.16,-0.37
18:41:13:7966,-9.67,0.49,-0.23,-0.13,-0.19,-0.34
18:41:13:8166,-9.69,0.50,-0.20,-0.23,-0.08,-0.41
18:41:13:8367,-9.69,0.50,-0.20,-0.19,-0.20,-0.38
18:41:13:8566,-9.69,0.50,-0.23,-0.19,0.02,-0.38
18:41:13:8766,-9.68,0.49,-0.23,-0.22,-0.08,-0.30
18:41:13:8966,-9.67,0.49,-0.21,-0.17,-0.14,-0.40
18:41:13:9166,-9.68,0.51,-0.23,-0.14,0.07,-0.38
18:41:13:9367,-9.68,0.49,-0.24,-0.14,0.00,-0.25
18:41:13:9567,-9.69,0.50,-0.23,-0.18,-0.12,-0.31
18:41:13:9767,-9.68,0.49,-0.21,-0.13,-0.09,-0.42
18:41:13:9967,-9.71,0.49,-0.19,-0.19,-0.31,-0.33
18:41:14:0167,-9.69,0.48,-0.21,-0.12,-0.04,-0.35
18:41:14:0367,-9.68,0.50,-0.22,-0.21,-0.23,-0.30
18:41:14:0589,-9.69,0.49,-0.22,-0.17,-0.13,-0.43
18:41:14:0767,-9.69,0.48,-0.21,-0.14,-0.11,-0.31
18:41:14:0967,-9.69,0.49,-0.22,-0.23,-0.20,-0.31
18:41:14:1167,-9.69,0.48,-0.20,-0.24,-0.07,-0.38
18:41:14:1367,-9.66,0.48,-0.20,-0.20,-0.18,-0.49
18:41:14:1567,-9.67,0.49,-0.24,-0.24,-0.26,-0.29
18:41:14:1767,-9.68,0.49,-0.20,-0.29,-0.24,-0.41
18:41:14:1967,-9.68,0.50,-0.21,-0.21,-0.23,-0.34
18:41:14:2167,-9.69,0.48,-0.24,-0.24,-0.09,-0.35
18:41:14:2367,-9.69,0.48,-0.25,-0.12,-0.14,-0.37
18:41:14:2567,-9.68,0.49,-0.22,-0.14,-0.04,-0.36
18:41:14:2767,-9.67,0.49,-0.23,-0.07,-0.10,-0.31
18:41:14:2967,-9.67,0.49,-0.20,-0.13,-0.10,-0.40
18:41:14:3167,-9.67,0.50,-0.20,-0.24,-0.19,-0.37
18:41:14:3367,-9.70,0.51,-0.21,-0.32,-0.19,-0.37
18:41:14:3567,-9.70,0.48,-0.22,-0.21,-0.19,-0.41
18:41:14:3767,-9.68,0.50,-0.20,-0.19,-0.28,-0.34
18:41:14:3967,-9.68,0.49,-0.22,-0.16,-0.12,-0.30
18:41:14:4168,-9.67,0.49,-0.22,-0.19,-0.18,-0.36
18:41:14:4368,-9.69,0.51,-0.24,-0.23,-0.11,-0.38
18:41:14:4568,-9.70,0.49,-0.21,-0.12,-0.20,-0.38
18:41:14:4768,-9.71,0.48,-0.20,-0.19,-0.21,-0.43
18:41:14:4968,-9.69,0.49,-0.22,-0.10,-0.09,-0.43
18:41:14:5168,-9.67,0.47,-0.20,-0.07,-0.17,-0.37
