Time,Ax,Ay,Az,Gx,Gy,Gz
16:38:32:9742,0.21,0.26,-9.57,-0.10,-0.03,-0.38
16:38:32:9942,0.22,0.24,-9.52,-0.22,-0.14,-0.34
16:38:33:0142,0.22,0.27,-9.48,-0.28,-0.13,-0.36
16:38:33:0342,0.24,0.24,-9.53,-0.28,-0.18,-0.31
16:38:33:0542,0.21,0.22,-9.53,-0.15,-0.04,-0.36
16:38:33:0742,0.20,0.26,-9.50,-0.23,-0.19,-0.32
16:38:33:0942,0.24,0.25,-9.53,-0.12,-0.17,-0.32
16:38:33:1142,0.22,0.22,-9.51,-0.34,-0.23,-0.31
16:38:33:1342,0.23,0.24,-9.51,-0.28,-0.17,-0.32
16:38:33:1542,0.25,0.22,-9.55,-0.26,-0.24,-0.36
16:38:33:1742,0.21,0.25,-9.51,-0.22,-0.20,-0.38
16:38:33:1942,0.20,0.27,-9.52,-0.27,-0.10,-0.36
16:38:33:2142,0.23,0.24,-9.57,-0.19,-0.08,-0.32
16:38:33:2342,0.20,0.22,-9.50,-0.21,-0.10,-0.34
16:38:33:2542,0.19,0.26,-9.48,-0.23,-0.17,-0.40
16:38:33:2742,0.25,0.22,-9.52,-0.16,-0.09,-0.37
16:38:33:2942,0.22,0.22,-9.51,-0.20,-0.17,-0.34
16:38:33:3142,0.21,0.27,-9.47,-0.27,-0.16,-0.37
16:38:33:3342,0.26,0.23,-9.54,-0.23,-0.20,-0.43
16:38:33:3543,0.21,0.24,-9.46,-0.13,0.02,-0.34
16:38:33:3742,0.24,0.24,-9.47,-0.13,0.10,-0.37
16:38:33:3942,0.22,0.23,-9.52,-0.27,-0.26,-0.36
16:38:33:4142,0.20,0.27,-9.56,-0.23,-0.11,-0.35
16:38:33:4342,0.20,0.25,-9.52,-0.20,-0.15,-0.34
16:38:33:4542,0.23,0.23,-9.52,-0.18,-0.20,-0.37
16:38:33:4742,0.23,0.23,-9.48,-0.32,-0.23,-0.37
16:38:33:4942,0.22,0.22,-9.50,-0.14,-0.14,-0.35
16:38:33:5142,0.22,0.23,-9.53,-0.23,-0.20,-0.36
16:38:33:5342,0.19,0.25,-9.56,-0.16,-0.10,-0.33
16:38:33:5542,0.19,0.25,-9.50,-0.18,-0.01,-0.32
16:38:33:5742,0.23,0.22,-9.51,-0.19,-0.04,-0.39
16:38:33:5942,0.20,0.26,-9.48,-0.24,-0.21,-0.34
16:38:33:6142,0.19,0.25,-9.48,-0.23,-0.17,-0.29
16:38:33:6342,0.22,0.24,-9.56,-0.15,-0.08,-0.43
16:38:33:6542,0.19,0.22,-9.48,-0.28,0.08,-0.32
16:38:33:6742,0.23,0.26,-9.48,-0.27,-0.03,-0.31
16:38:33:6943,0.24,0.22,-9.52,-0.29,-0.22,-0.31
16:38:33:7142,0.21,0.23,-9.56,-0.20,-0.03,-0.41
16:38:33:7343,0.20,0.29,-9.52,-0.19,0.02,-0.31
16:38:33:7543,0.22,0.20,-9.49,-0.28,-0.16,-0.39
16:38:33:7742,0.25,0.26,-9.48,-0.20,-0.19,-0.32
16:38:33:7942,0.20,0.26,-9.49,-0.17,-0.11,-0.27
16:38:33:8142,0.21,0.25,-9.57,-0.12,-0.15,-0.31
16:38:33:8342,0.21,0.24,-9.51,-0.32,-0.21,-0.34
16:38:33:8543,0.21,0.25,-9.51,-0.24,-0.20,-0.36
16:38:33:8742,0.26,0.24,-9.53,-0.33,-0.04,-0.37
16:38:33:8942,0.19,0.23,-9.51,-0.24,-0.14,-0.32
16:38:33:9142,0.21,0.25,-9.50,-0.18,-0.11,-0.33
16:38:33:9342,0.22,0.23,-9.53,-0.34,-0.27,-0.34
16:38:33:9542,0.22,0.28,-9.53,-0.20,-0.12,-0.28
16:38:33:9742,0.21,0.24,-9.54,-0.24,0.03,-0.42
16:38:33:9942,0.21,0.24,-9.52,-0.15,0.00,-0.40
16:38:34:0142,0.22,0.24,-9.52,-0.26,-0.04,-0.35
16:38:34:0342,0.22,0.26,-9.51,-0.28,-0.10,-0.40
16:38:34:0542,0.25,0.21,-9.54,-0.26,-0.08,-0.41
16:38:34:0742,0.20,0.27,-9.57,-0.19,-0.14,-0.36
16:38:34:0942,0.21,0.24,-9.52,-0.27,-0.10,-0.43
16:38:34:1142,0.19,0.22,-9.51,-0.24,0.05,-0.37
16:38:34:1342,0.20,0.24,-9.51,-0.17,-0.12,-0.39
16:38:34:1542,0.21,0.26,-9.55,-0.19,-0.17,-0.35
16:38:34:1742,0.22,0.25,-9.57,-0.20,-0.20,-0.38
16:38:34:1942,0.22,0.25,-9.49,-0.22,0.04,-0.39
16:38:34:2142,0.22,0.26,-9.53,-0.21,-0.20,-0.31
16:38:34:2342,0.22,0.23,-9.50,-0.17,-0.19,-0.33
16:38:34:2542,0.19,0.24,-9.50,-0.29,-0.16,-0.37
16:38:34:2742,0.23,0.23,-9.47,-0.18,0.00,-0.31
16:38:34:2942,0.21,0.23,-9.53,-0.16,-0.10,-0.43
16:38:34:3142,0.19,0.27,-9.47,-0.24,0.09,-0.37
16:38:34:3342,0.25,0.22,-9.46,-0.26,-0.12,-0.32
16:38:34:3543,0.20,0.25,-9.59,-0.20,-0.32,-0.34
16:38:34:3742,0.20,0.25,-9.56,-0.18,-0.22,-0.34
16:38:34:3942,0.22,0.25,-9.56,-0.28,0.01,-0.38
16:38:34:4142,0.23,0.24,-9.46,-0.28,-0.07,-0.26
16:38:34:4342,0.24,0.23,-9.47,-0.14,-0.04,-0.32
16:38:34:4542,0.22,0.23,-9.58,-0.26,-0.24,-0.29
16:38:34:4742,0.22,0.26,-9.58,-0.25,-0.26,-0.38
16:38:34:4942,0.20,0.25,-9.44,-0.39,0.05,-0.36
16:38:34:5142,0.24,0.23,-9.56,-0.24,-0.12,-0.37
16:38:34:5342,0.23,0.23,-9.56,-0.17,-0.11,-0.34
16:38:34:5542,0.21,0.26,-9.50,-0.30,-0.23,-0.32
16:38:34:5742,0.22,0.24,-9.49,-0.20,-0.17,-0.37
16:38:34:5942,0.21,0.24,-9.52,-0.25,-0.14,-0.24
16:38:34:6142,0.24,0.25,-9.53,-0.18,-0.06,-0.37
16:38:34:6342,0.23,0.25,-9.53,-0.16,-0.25,-0.40
16:38:34:6542,0.21,0.25,-9.47,-0.22,0.02,-0.33
16:38:34:6742,0.19,0.25,-9.53,-0.20,-0.22,-0.36
16:38:34:6943,0.24,0.26,-9.56,-0.34,-0.08,-0.34
16:38:34:7143,0.26,0.20,-9.45,-0.21,-0.07,-0.37
16:38:34:7342,0.25,0.22,-9.46,-0.14,-0.19,-0.46
16:38:34:7543,0.19,0.28,-9.55,-0.15,-0.25,-0.44
16:38:34:7742,0.19,0.25,-9.57,-0.20,0.02,-0.39
16:38:34:7942,0.22,0.22,-9.47,-0.24,0.02,-0.32
16:38:34:8142,0.21,0.24,-9.51,-0.17,-0.08,-0.34
16:38:34:8342,0.21,0.23,-9.51,-0.17,-0.07,-0.37
16:38:34:8543,0.19,0.24,-9.52,-0.23,-0.15,-0.29
16:38:34:8742,0.19,0.27,-9.53,-0.32,-0.10,-0.34
16:38:34:8942,0.21,0.25,-9.56,-0.28,-0.01,-0.38
16:38:34:9142,0.24,0.22,-9.49,-0.34,-0.14,-0.32
