Time,Ax,Ay,Az,Gx,Gy,Gz
18:53:49:6915,-9.04,-3.43,-0.00,-0.18,-0.14,-0.31
18:53:49:7115,-9.03,-3.44,0.02,-0.19,0.04,-0.45
18:53:49:7315,-9.06,-3.43,0.02,-0.23,-0.22,-0.33
18:53:49:7515,-9.02,-3.44,0.01,-0.17,-0.22,-0.40
18:53:49:7715,-9.03,-3.43,0.01,-0.17,-0.14,-0.32
18:53:49:7915,-9.02,-3.43,-0.00,-0.08,-0.09,-0.40
18:53:49:8115,-9.04,-3.43,0.02,-0.16,-0.13,-0.30
18:53:49:8315,-9.04,-3.43,-0.00,-0.27,-0.28,-0.40
18:53:49:8515,-9.04,-3.44,-0.00,-0.20,-0.10,-0.32
18:53:49:8715,-9.04,-3.43,0.03,-0.19,-0.21,-0.37
18:53:49:8915,-9.02,-3.44,0.02,-0.20,-0.05,-0.34
18:53:49:9115,-9.05,-3.43,-0.00,-0.12,0.08,-0.39
18:53:49:9315,-9.03,-3.44,-0.00,-0.21,-0.19,-0.33
18:53:49:9516,-9.02,-3.44,0.01,-0.10,-0.06,-0.42
18:53:49:9716,-9.03,-3.43,0.03,-0.11,-0.27,-0.34
18:53:49:9915,-9.03,-3.45,0.02,-0.10,-0.04,-0.36
18:53:50:0115,-9.07,-3.45,0.04,-0.12,-0.03,-0.38
18:53:50:0315,-9.03,-3.45,0.02,-0.13,-0.11,-0.38
18:53:50:0515,-9.06,-3.44,0.03,-0.11,-0.15,-0.32
18:53:50:0715,-9.04,-3.43,0.02,-0.11,-0.02,-0.41
18:53:50:0915,-9.05,-3.45,-0.00,-0.17,-0.12,-0.37
18:53:50:1115,-9.03,-3.44,0.01,-0.16,0.06,-0.36
18:53:50:1315,-9.03,-3.43,0.01,-0.19,-0.14,-0.37
18:53:50:1516,-9.04,-3.43,0.01,-0.14,-0.04,-0.31
18:53:50:1737,-9.02,-3.43,-0.00,-0.19,-0.17,-0.34
18:53:50:1915,-9.04,-3.44,0.04,-0.18,-0.19,-0.31
18:53:50:2116,-9.03,-3.45,0.02,-0.19,-0.22,-0.40
18:53:50:2316,-9.03,-3.44,-0.00,-0.21,-0.24,-0.36
18:53:50:2516,-9.04,-3.44,0.04,-0.11,-0.07,-0.44
18:53:50:2716,-9.06,-3.43,-0.00,-0.14,-0.08,-0.38
18:53:50:2916,-9.04,-3.44,0.02,-0.16,-0.02,-0.36
18:53:50:3116,-9.05,-3.45,-0.00,-0.13,-0.13,-0.40
18:53:50:3316,-9.05,-3.44,0.03,-0.21,-0.19,-0.44
18:53:50:3516,-9.06,-3.44,0.01,-0.17,-0.03,-0.35
18:53:50:3716,-9.02,-3.44,0.01,-0.15,-0.21,-0.36
18:53:50:3916,-9.04,-3.44,0.02,-0.26,-0.22,-0.33
18:53:50:4116,-9.05,-3.45,0.01,-0.25,-0.21,-0.36
18:53:50:4316,-9.04,-3.42,0.02,-0.14,-0.12,-0.37
18:53:50:4517,-9.06,-3.43,0.02,-0.14,-0.16,-0.39
18:53:50:4716,-9.05,-3.45,0.02,-0.13,-0.13,-0.34
18:53:50:4916,-9.03,-3.43,0.01,-0.26,-0.08,-0.50
18:53:50:5116,-9.04,-3.43,0.01,-0.28,-0.20,-0.34
18:53:50:5316,-9.03,-3.44,-0.00,-0.20,-0.12,-0.35
18:53:50:5516,-9.03,-3.44,0.01,-0.06,-0.01,-0.36
18:53:50:5716,-9.05,-3.43,0.03,-0.15,-0.14,-0.41
18:53:50:5916,-9.03,-3.43,0.05,-0.12,-0.16,-0.34
18:53:50:6116,-9.05,-3.45,0.01,-0.19,-0.29,-0.35
18:53:50:6316,-9.03,-3.45,-0.00,-0.26,-0.14,-0.34
18:53:50:6516,-9.06,-3.43,0.02,-0.14,-0.10,-0.34
18:53:50:6739,-9.03,-3.45,0.02,-0.12,-0.03,-0.34
18:53:50:6916,-9.03,-3.44,0.04,-0.11,-0.15,-0.38
18:53:50:7117,-9.01,-3.44,0.01,-0.25,-0.12,-0.35
18:53:50:7316,-9.03,-3.43,-0.00,-0.24,-0.12,-0.35
18:53:50:7517,-9.03,-3.44,0.02,-0.20,-0.13,-0.31
18:53:50:7716,-9.06,-3.44,-0.00,-0.11,-0.04,-0.34
18:53:50:7916,-9.06,-3.43,0.01,-0.21,-0.10,-0.33
18:53:50:8116,-9.04,-3.43,0.02,-0.13,-0.20,-0.39
18:53:50:8316,-9.02,-3.44,-0.00,-0.14,-0.11,-0.45
18:53:50:8516,-9.05,-3.44,0.04,-0.19,-0.06,-0.50
18:53:50:8717,-9.04,-3.46,0.01,-0.24,-0.22,-0.32
18:53:50:8917,-9.05,-3.45,0.02,-0.18,-0.29,-0.36
18:53:50:9117,-9.03,-3.44,0.01,-0.08,-0.11,-0.34
18:53:50:9317,-9.05,-3.43,-0.00,-0.21,-0.10,-0.40
18:53:50:9519,-9.03,-3.44,0.02,-0.20,-0.09,-0.40
18:53:50:9718,-9.02,-3.44,0.01,-0.10,-0.20,-0.26
18:53:50:9918,-9.03,-3.45,-0.00,-0.22,-0.14,-0.45
18:53:51:0118,-9.04,-3.44,0.03,-0.11,-0.05,-0.47
18:53:51:0318,-9.04,-3.44,0.02,-0.21,-0.19,-0.48
18:53:51:0518,-9.03,-3.43,0.01,-0.29,-0.19,-0.31
18:53:51:0718,-9.05,-3.44,0.01,-0.08,-0.13,-0.39
18:53:51:0918,-9.02,-3.43,0.01,-0.12,-0.21,-0.37
18:53:51:1118,-9.05,-3.45,-0.00,-0.18,-0.25,-0.40
18:53:51:1318,-9.03,-3.43,-0.00,-0.16,-0.20,-0.41
18:53:51:1518,-9.03,-3.44,0.02,-0.20,-0.04,-0.40
18:53:51:1740,-9.03,-3.45,-0.00,-0.23,-0.16,-0.38
18:53:51:1918,-9.06,-3.45,0.03,-0.20,-0.06,-0.39
18:53:51:2118,-9.03,-3.45,0.03,-0.15,-0.20,-0.35
18:53:51:2318,-9.02,-3.45,0.04,-0.17,-0.12,-0.36
18:53:51:2518,-9.02,-3.43,0.02,-0.19,-0.22,-0.39
18:53:51:2718,-9.04,-3.45,0.02,-0.16,-0.17,-0.38
18:53:51:2918,-9.02,-3.43,0.01,-0.14,-0.23,-0.36
18:53:51:3118,-9.03,-3.44,-0.00,-0.23,-0.21,-0.42
18:53:51:3318,-9.05,-3.43,-0.00,-0.15,0.02,-0.38
18:53:51:3518,-9.03,-3.45,0.02,-0.16,-0.18,-0.35
18:53:51:3718,-9.05,-3.44,0.04,-0.19,-0.19,-0.35
18:53:51:3918,-9.03,-3.44,0.03,-0.26,-0.16,-0.31
18:53:51:4118,-9.04,-3.45,0.01,-0.20,-0.17,-0.31
18:53:51:4318,-9.05,-3.43,-0.00,-0.20,-0.05,-0.34
18:53:51:4519,-9.01,-3.44,0.04,-0.20,0.02,-0.39
18:53:51:4718,-9.04,-3.45,0.03,-0.14,-0.05,-0.37
18:53:51:4918,-9.04,-3.43,0.02,-0.24,-0.23,-0.37
18:53:51:5118,-9.04,-3.45,-0.00,-0.20,-0.04,-0.45
18:53:51:5319,-9.03,-3.45,-0.00,-0.34,-0.23,-0.31
18:53:51:5519,-9.02,-3.45,0.01,-0.18,-0.17,-0.33
18:53:51:5719,-9.05,-3.44,0.02,-0.27,-0.15,-0.37
18:53:51:5919,-9.03,-3.44,0.01,-0.20,-0.09,-0.32
18:53:51:6119,-9.04,-3.45,0.02,-0.22,-0.17,-0.26
18:53:51:6319,-9.03,-3.45,0.02,-0.17,-0.19,-0.32
18:53:51:6519,-9.04,-3.44,-0.00,-0.16,-0.04,-0.41
18:53:51:6740,-9.03,-3.44,0.01,-0.21,-0.19,-0.37
18:53:51:6919,-9.03,-3.45,0.01,-0.23,-0.14,-0.35
18:53:51:7119,-9.04,-3.45,-0.00,-0.11,-0.09,-0.37
18:53:51:7319,-9.03,-3.43,-0.00,-0.13,0.07,-0.42
18:53:51:7519,-9.05,-3.44,-0.00,-0.19,-0.20,-0.38
18:53:51:7719,-9.04,-3.45,-0.00,-0.17,-0.28,-0.38
18:53:51:7919,-9.05,-3.44,0.03,-0.09,-0.16,-0.38
18:53:51:8119,-9.04,-3.45,-0.00,-0.15,-0.14,-0.35
18:53:51:8319,-9.03,-3.44,0.03,-0.24,-0.08,-0.49
18:53:51:8519,-9.04,-3.45,-0.00,-0.19,-0.11,-0.38
18:53:51:8719,-9.04,-3.45,0.01,-0.23,-0.18,-0.32
18:53:51:8919,-9.03,-3.43,-0.00,-0.20,-0.18,-0.39
18:53:51:9119,-9.03,-3.45,0.01,-0.23,-0.29,-0.35
18:53:51:9319,-9.02,-3.45,-0.00,-0.12,0.00,-0.39
18:53:51:9519,-9.03,-3.45,-0.00,-0.29,-0.15,-0.33
