Time,Ax,Ay,Az,Gx,Gy,Gz
17:20:06:5376,-3.18,-9.10,0.29,-0.27,-0.15,-0.34
17:20:06:5575,-3.22,-9.09,0.26,-0.15,-0.02,-0.38
17:20:06:5776,-3.21,-9.12,0.28,-0.22,-0.20,-0.33
17:20:06:5976,-3.18,-9.10,0.27,-0.11,0.02,-0.44
17:20:06:6176,-3.19,-9.08,0.30,-0.27,-0.17,-0.39
17:20:06:6376,-3.19,-9.10,0.29,-0.12,-0.16,-0.37
17:20:06:6576,-3.20,-9.11,0.30,-0.23,-0.05,-0.38
17:20:06:6776,-3.19,-9.10,0.26,-0.13,-0.10,-0.31
17:20:06:6976,-3.19,-9.09,0.29,-0.16,-0.23,-0.34
17:20:06:7176,-3.21,-9.09,0.29,-0.13,0.06,-0.42
17:20:06:7376,-3.19,-9.07,0.29,-0.16,-0.26,-0.34
17:20:06:7576,-3.19,-9.10,0.29,-0.21,-0.05,-0.38
17:20:06:7776,-3.19,-9.08,0.30,-0.19,-0.13,-0.37
17:20:06:7977,-3.18,-9.10,0.30,-0.19,-0.17,-0.42
17:20:06:8176,-3.19,-9.11,0.30,-0.30,-0.19,-0.39
17:20:06:8377,-3.17,-9.10,0.29,-0.25,-0.02,-0.45
17:20:06:8576,-3.19,-9.10,0.28,-0.24,-0.11,-0.37
17:20:06:8777,-3.20,-9.11,0.32,-0.27,-0.26,-0.37
17:20:06:8976,-3.19,-9.06,0.29,-0.16,-0.09,-0.42
17:20:06:9176,-3.20,-9.10,0.31,-0.17,0.00,-0.41
17:20:06:9377,-3.17,-9.09,0.30,-0.17,-0.02,-0.44
17:20:06:9577,-3.20,-9.09,0.30,-0.23,-0.15,-0.37
17:20:06:9777,-3.21,-9.10,0.28,-0.17,-0.23,-0.44
17:20:06:9977,-3.17,-9.09,0.30,-0.19,-0.08,-0.34
17:20:07:0177,-3.18,-9.09,0.32,-0.17,-0.15,-0.37
17:20:07:0378,-3.20,-9.09,0.30,-0.22,-0.18,-0.25
17:20:07:0577,-3.18,-9.09,0.26,-0.22,-0.17,-0.38
17:20:07:0777,-3.18,-9.11,0.29,-0.20,-0.13,-0.37
17:20:07:0977,-3.19,-9.07,0.28,-0.18,-0.06,-0.39
17:20:07:1177,-3.20,-9.12,0.27,-0.19,-0.02,-0.36
17:20:07:1377,-3.20,-9.10,0.28,-0.21,-0.13,-0.38
17:20:07:1577,-3.20,-9.10,0.29,-0.29,-0.08,-0.34
17:20:07:1777,-3.18,-9.08,0.29,-0.28,-0.21,-0.41
17:20:07:1977,-3.20,-9.11,0.29,-0.14,-0.13,-0.39
17:20:07:2177,-3.18,-9.10,0.31,-0.19,-0.14,-0.37
17:20:07:2377,-3.19,-9.13,0.31,-0.23,-0.11,-0.31
17:20:07:2577,-3.16,-9.08,0.27,-0.13,-0.15,-0.40
17:20:07:2777,-3.20,-9.10,0.31,-0.22,-0.17,-0.40
17:20:07:2977,-3.19,-9.09,0.27,-0.17,-0.27,-0.44
17:20:07:3177,-3.19,-9.12,0.30,-0.12,-0.12,-0.41
17:20:07:3377,-3.19,-9.07,0.28,-0.14,-0.11,-0.42
17:20:07:3577,-3.21,-9.12,0.27,-0.14,-0.12,-0.34
17:20:07:3777,-3.19,-9.10,0.26,-0.20,-0.05,-0.40
17:20:07:3977,-3.21,-9.11,0.36,-0.19,-0.29,-0.38
17:20:07:4177,-3.17,-9.07,0.31,-0.26,-0.06,-0.36
17:20:07:4377,-3.20,-9.11,0.34,-0.30,-0.12,-0.43
17:20:07:4577,-3.17,-9.10,0.30,-0.11,-0.20,-0.40
17:20:07:4777,-3.17,-9.10,0.30,-0.14,-0.10,-0.38
17:20:07:4977,-3.18,-9.08,0.30,-0.20,-0.12,-0.42
17:20:07:5177,-3.20,-9.12,0.30,-0.24,-0.26,-0.36
17:20:07:5378,-3.21,-9.09,0.30,-0.21,-0.29,-0.37
