Time,Ax,Ay,Az,Gx,Gy,Gz
14:33:11:8679,-0.11,0.20,10.05,-0.25,-0.13,-0.43
14:33:11:8732,-0.27,0.20,10.03,-0.29,-0.10,-0.40
14:33:11:8892,-0.27,0.21,10.03,-0.20,-0.11,-0.37
14:33:11:9092,-0.26,0.19,10.03,-0.15,-0.06,-0.35
14:35:05:2742,-0.27,0.21,9.99,-0.21,-0.14,-0.36
14:35:05:2942,-0.26,0.16,10.04,-0.25,-0.09,-0.37
14:35:05:3143,-0.26,0.19,10.00,-0.24,0.07,-0.39
14:35:05:3342,-0.28,0.18,10.02,-0.24,-0.04,-0.43
14:35:05:3542,-0.29,0.19,10.01,-0.21,-0.01,-0.33
14:35:05:3742,-0.25,0.21,10.05,-0.13,-0.18,-0.36
14:35:05:3942,-0.26,0.20,10.02,-0.23,-0.11,-0.43
14:35:05:4142,-0.26,0.20,10.02,-0.29,-0.16,-0.38
14:35:05:4342,-0.26,0.20,10.02,-0.23,-0.23,-0.36
14:35:05:4542,-0.26,0.21,10.04,-0.16,-0.21,-0.37
14:35:05:4742,-0.27,0.20,10.01,-0.36,-0.17,-0.35
14:35:05:4942,-0.27,0.18,10.04,-0.18,-0.02,-0.40
14:35:05:5142,-0.26,0.21,10.03,-0.22,-0.15,-0.32
14:35:05:5342,-0.27,0.18,10.01,-0.19,-0.20,-0.35
14:35:05:5542,-0.24,0.18,10.05,-0.28,-0.12,-0.36
14:35:05:5742,-0.27,0.20,10.02,-0.28,-0.20,-0.29
14:35:05:5942,-0.27,0.21,10.04,-0.21,-0.08,-0.32
14:35:05:6142,-0.26,0.20,10.02,-0.26,-0.14,-0.41
14:35:05:6342,-0.25,0.21,10.04,-0.23,-0.11,-0.32
14:35:05:6542,-0.27,0.18,10.07,-0.20,-0.20,-0.36
14:35:05:6742,-0.24,0.20,9.99,-0.22,-0.03,-0.45
14:35:05:6942,-0.26,0.20,10.03,-0.26,-0.20,-0.30
14:35:05:7142,-0.26,0.20,9.99,-0.23,-0.23,-0.34
14:35:05:7342,-0.30,0.19,10.03,-0.28,-0.12,-0.37
14:35:05:7542,-0.26,0.18,10.06,-0.21,-0.16,-0.33
14:35:05:7742,-0.27,0.20,10.04,-0.28,-0.12,-0.35
14:35:05:7942,-0.24,0.18,10.04,-0.30,-0.23,-0.35
14:35:05:8143,-0.24,0.20,10.02,-0.19,-0.01,-0.32
14:35:05:8342,-0.25,0.18,10.05,-0.27,-0.14,-0.43
14:35:05:8542,-0.29,0.21,10.01,-0.19,-0.09,-0.35
14:35:05:8742,-0.26,0.19,10.04,-0.16,-0.08,-0.37
14:35:05:8942,-0.25,0.19,10.03,-0.18,-0.06,-0.42
14:35:05:9142,-0.28,0.20,10.05,-0.17,-0.14,-0.32
14:35:05:9342,-0.26,0.20,10.00,-0.20,-0.11,-0.37
14:35:05:9542,-0.27,0.20,10.05,-0.13,0.04,-0.32
14:35:05:9742,-0.28,0.19,10.06,-0.19,-0.04,-0.36
14:35:05:9942,-0.25,0.22,10.02,-0.22,-0.12,-0.35
14:35:06:0142,-0.27,0.20,10.05,-0.20,0.02,-0.34
14:35:06:0342,-0.27,0.17,10.02,-0.30,-0.12,-0.35
14:35:06:0542,-0.28,0.21,10.03,-0.21,-0.04,-0.44
14:35:06:0743,-0.29,0.19,10.03,-0.29,-0.33,-0.37
14:35:06:0942,-0.26,0.21,10.02,-0.20,-0.15,-0.44
14:35:06:1142,-0.25,0.20,10.06,-0.23,-0.09,-0.38
14:35:06:1342,-0.26,0.17,9.99,-0.26,-0.21,-0.31
14:35:06:1542,-0.25,0.20,10.02,-0.14,-0.14,-0.35
14:35:06:1742,-0.26,0.17,10.00,-0.23,-0.20,-0.32
14:35:06:1942,-0.28,0.20,10.03,-0.36,-0.19,-0.35
14:35:06:2142,-0.27,0.20,9.99,-0.24,-0.08,-0.43
14:35:06:2342,-0.26,0.20,10.02,-0.25,-0.25,-0.28
14:35:06:2542,-0.28,0.18,10.02,-0.23,-0.17,-0.37
14:35:06:2742,-0.25,0.17,10.03,-0.26,-0.24,-0.34
14:35:06:2942,-0.25,0.23,10.03,-0.19,-0.03,-0.40
14:35:06:3143,-0.26,0.20,10.05,-0.22,-0.10,-0.36
14:35:06:3343,-0.29,0.22,10.02,-0.19,-0.11,-0.37
14:35:06:3543,-0.26,0.20,10.02,-0.22,-0.17,-0.39
